MODEL,MANUFACTURER,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,,,,FUEL,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),CITY (mi./gal.),HWY (mi./gal.),(L) / YEAR,(kg) / YEAR
2010,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,6.2,8,AS7,Z,17.9,10.6,16,27,2920,6716
2010,MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6,12,AS5,Z,18.4,11.1,15,25,3020,6946
2010,MERCEDES-BENZ,SLK 300,TWO-SEATER,3,6,A7,Z,11,7.4,26,38,1880,4324
2010,MERCEDES-BENZ,SLK 300,TWO-SEATER,3,6,M6,Z,11.5,7.3,25,39,1920,4416
2010,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,A7,Z,11.6,8,24,35,2000,4600
2010,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,M6,Z,12.6,8,22,35,2100,4830
2010,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.4,8,AS7,Z,14.8,9,19,31,2440,5612
2010,MINI,COOPER,SUBCOMPACT,1.6,4,A6,Z,7.9,5.7,36,50,1380,3174
2010,MINI,COOPER,SUBCOMPACT,1.6,4,M6,Z,7.1,5.3,40,53,1260,2898
2010,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,7.9,5.7,36,50,1380,3174
2010,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,7.1,5.3,40,53,1260,2898
2010,MINI,COOPER CONVERTIBLE,SUBCOMPACT,1.6,4,A6,Z,7.9,5.7,36,50,1380,3174
2010,MINI,COOPER CONVERTIBLE,SUBCOMPACT,1.6,4,M6,Z,7.1,5.3,40,53,1260,2898
2010,MINI,COOPER S,SUBCOMPACT,1.6,4,A6,Z,8.7,6.2,32,46,1520,3496
2010,MINI,COOPER S,SUBCOMPACT,1.6,4,M6,Z,7.8,5.7,36,50,1380,3174
2010,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,8.7,6.2,32,46,1520,3496
2010,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,7.8,5.7,36,50,1380,3174
2010,MINI,COOPER S CONVERTIBLE,SUBCOMPACT,1.6,4,A6,Z,8.7,6.2,32,46,1520,3496
2010,MINI,COOPER S CONVERTIBLE,SUBCOMPACT,1.6,4,M6,Z,7.8,5.7,36,50,1380,3174
2010,MINI,JOHN COOPER WORKS,SUBCOMPACT,1.6,4,M6,Z,7.8,5.7,36,50,1380,3174
2010,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,7.8,5.7,36,50,1380,3174
2010,MINI,JOHN COOPER WORKS CONVERTIBLE,SUBCOMPACT,1.6,4,M6,Z,7.8,5.7,36,50,1380,3174
2010,MITSUBISHI,ENDEAVOR AWD,SPECIAL PURPOSE,3.8,6,AS4,Z,14.2,10.3,20,27,2480,5704
2010,MITSUBISHI,GALANT,MID-SIZE,2.4,4,AS4,X,9.8,6.6,29,43,1660,3818
2010,MITSUBISHI,LANCER,COMPACT,2,4,AS6,Z,12.2,8,23,35,2060,4738
2010,MITSUBISHI,LANCER,COMPACT,2,4,AV,X,9,6.5,31,43,1580,3634
2010,MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.4,6.5,30,43,1620,3726
2010,MITSUBISHI,LANCER,COMPACT,2.4,4,AV,X,9.6,7.1,29,40,1700,3910
2010,MITSUBISHI,LANCER,COMPACT,2.4,4,M5,X,10.2,7.3,28,39,1780,4094
2010,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,AS6,Z,12.7,8.9,22,32,2200,5060
2010,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,M5,Z,12.9,9,22,31,2240,5152
2010,MITSUBISHI,LANCER SPORTBACK,STATION WAGON,2,4,AS6,Z,12.2,8,23,35,2060,4738
2010,MITSUBISHI,LANCER SPORTBACK,STATION WAGON,2.4,4,AV,X,9.6,7.1,29,40,1700,3910
2010,MITSUBISHI,LANCER SPORTBACK,STATION WAGON,2.4,4,M5,X,10.2,7.3,28,39,1780,4094
2010,MITSUBISHI,OUTLANDER,SPECIAL PURPOSE,2.4,4,AV,X,9.5,7.2,30,39,1700,3910
2010,MITSUBISHI,OUTLANDER 4WD,SPECIAL PURPOSE,2.4,4,AV,X,9.9,7.8,29,36,1800,4140
2010,MITSUBISHI,OUTLANDER 4WD,SPECIAL PURPOSE,3,6,AS6,Z,11.2,8.2,25,34,1960,4508
2010,NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,11.1,7.5,25,38,1900,4370
2010,NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,11.6,7.7,24,37,1960,4508
2010,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,11.6,8,24,35,2000,4600
2010,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,11.9,8.1,24,35,2040,4692
2010,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6,32,47,1500,3450
2010,NISSAN,ALTIMA,MID-SIZE,2.5,4,M6,X,8.8,6.2,32,46,1520,3496
2010,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.2,7.2,28,39,1780,4094
2010,NISSAN,ALTIMA,MID-SIZE,3.5,6,M6,X,11.4,7.3,25,39,1920,4416
2010,NISSAN,ALTIMA COUPE,SUBCOMPACT,2.5,4,AV,X,8.9,6.2,32,46,1540,3542
2010,NISSAN,ALTIMA COUPE,SUBCOMPACT,2.5,4,M6,X,9,6.3,31,45,1560,3588
2010,NISSAN,ALTIMA COUPE,SUBCOMPACT,3.5,6,AV,X,10.2,7.3,28,39,1780,4094
2010,NISSAN,ALTIMA COUPE,SUBCOMPACT,3.5,6,M6,X,11.4,7.3,25,39,1920,4416
2010,NISSAN,ALTIMA HYBRID,MID-SIZE,2.5,4,AV,X,5.6,5.9,50,48,1160,2668
2010,NISSAN,ARMADA 4WD,SPECIAL PURPOSE,5.6,8,A5,X,17.3,11.4,16,25,2940,6762
2010,NISSAN,CUBE,STATION WAGON,1.8,4,AV,X,7.3,6.3,39,45,1380,3174
2010,NISSAN,CUBE,STATION WAGON,1.8,4,M6,X,8.1,6.6,35,43,1480,3404
2010,NISSAN,FRONTIER,PICKUP TRUCK,2.5,4,A5,X,12.6,9.2,22,31,2200,5060
2010,NISSAN,FRONTIER,PICKUP TRUCK,2.5,4,M5,X,10.7,8.7,26,32,1960,4508
2010,NISSAN,FRONTIER,PICKUP TRUCK,4,6,A5,X,14.2,9.8,20,29,2460,5658
2010,NISSAN,FRONTIER 4WD,PICKUP TRUCK,4,6,A5,X,14.7,10.4,19,27,2560,5888
2010,NISSAN,FRONTIER 4WD,PICKUP TRUCK,4,6,M6,X,13.7,10.4,21,27,2460,5658
2010,NISSAN,GT-R,SUBCOMPACT,3.8,6,AS6,Z,13.9,9.5,20,30,2380,5474
2010,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,10.9,7.7,26,37,1900,4370
2010,NISSAN,MURANO AWD,SPECIAL PURPOSE,3.5,6,AV,Z,11.8,8.7,24,32,2080,4784
2010,NISSAN,PATHFINDER 4WD,SPECIAL PURPOSE,4,6,A5,Z,14.9,10.3,19,27,2560,5888
2010,NISSAN,ROGUE,SPECIAL PURPOSE,2.5,4,AV,X,9.2,7.3,31,39,1660,3818
2010,NISSAN,ROGUE AWD,SPECIAL PURPOSE,2.5,4,AV,X,9.6,7.8,29,36,1760,4048
2010,NISSAN,SENTRA,MID-SIZE,2,4,AV,X,7.5,5.8,38,49,1340,3082
2010,NISSAN,SENTRA,MID-SIZE,2,4,M6,X,8.4,6.4,34,44,1500,3450
2010,NISSAN,SENTRA,MID-SIZE,2.5,4,AV,X,8.7,6.5,32,43,1540,3542
2010,NISSAN,SENTRA,MID-SIZE,2.5,4,M6,Z,9.8,7,29,40,1700,3910
2010,NISSAN,TITAN,PICKUP TRUCK,5.6,8,A5,X,16.5,11.3,17,25,2840,6532
2010,NISSAN,TITAN 4WD,PICKUP TRUCK,5.6,8,A5,X,17.7,12,16,24,3020,6946
2010,NISSAN,VERSA,MID-SIZE,1.6,4,A4,X,7.8,5.9,36,48,1380,3174
2010,NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,7.7,5.8,37,49,1380,3174
2010,NISSAN,VERSA,MID-SIZE,1.8,4,A4,X,8.5,6.2,33,46,1480,3404
2010,NISSAN,VERSA,MID-SIZE,1.8,4,AV,X,7.3,5.8,39,49,1320,3036
2010,NISSAN,VERSA,MID-SIZE,1.8,4,M6,X,7.9,6.3,36,45,1440,3312
2010,NISSAN,XTERRA 4WD,SPECIAL PURPOSE,4,6,A5,X,14.5,10.1,19,28,2500,5750
2010,NISSAN,XTERRA 4WD,SPECIAL PURPOSE,4,6,M6,X,13.5,10.2,21,28,2400,5520
2010,PONTIAC,G3,COMPACT,1.6,4,A4,X,8.2,5.8,34,49,1420,3266
2010,PONTIAC,G3,COMPACT,1.6,4,M5,X,7.5,5.7,38,50,1340,3082
2010,PONTIAC,G3 HATCHBACK,SUBCOMPACT,1.6,4,A4,X,8.2,5.8,34,49,1420,3266
2010,PONTIAC,G3 HATCHBACK,SUBCOMPACT,1.6,4,M5,X,7.5,5.7,38,50,1340,3082
2010,PONTIAC,G5,SUBCOMPACT,2.2,4,A4,X,8.7,5.9,32,48,1480,3404
2010,PONTIAC,G5,SUBCOMPACT,2.2,4,M5,X,8.4,5.8,34,49,1460,3358
2010,PONTIAC,G5 XFE,SUBCOMPACT,2.2,4,M5,X,8,5.4,35,52,1360,3128
2010,PONTIAC,VIBE,STATION WAGON,1.8,4,A4,X,8,6.2,35,46,1440,3312
2010,PONTIAC,VIBE,STATION WAGON,1.8,4,M5,X,7.8,6.2,36,46,1420,3266
2010,PONTIAC,VIBE,STATION WAGON,2.4,4,AS5,X,9.7,6.9,29,41,1680,3864
2010,PONTIAC,VIBE,STATION WAGON,2.4,4,M5,X,9.6,7.2,29,39,1700,3910
2010,PONTIAC,VIBE AWD,STATION WAGON,2.4,4,A4,X,10.3,7.8,27,36,1840,4232
2010,PORSCHE,911 CARRERA,SUBCOMPACT,3.6,6,AS7,Z,11.2,7.3,25,39,1880,4324
2010,PORSCHE,911 CARRERA,SUBCOMPACT,3.6,6,M6,Z,11.3,7.9,25,36,1940,4462
2010,PORSCHE,911 CARRERA 4,SUBCOMPACT,3.6,6,AS7,Z,11.4,7.5,25,38,1920,4416
2010,PORSCHE,911 CARRERA 4,SUBCOMPACT,3.6,6,M6,Z,11.4,7.9,25,36,1960,4508
2010,PORSCHE,911 CARRERA 4 CABRIOLET,SUBCOMPACT,3.6,6,AS7,Z,11.5,7.6,25,37,1940,4462
2010,PORSCHE,911 CARRERA 4 CABRIOLET,SUBCOMPACT,3.6,6,M6,Z,11.4,7.9,25,36,1960,4508
2010,PORSCHE,911 CARRERA 4S,SUBCOMPACT,3.8,6,AS7,Z,11.4,7.7,25,37,1940,4462
2010,PORSCHE,911 CARRERA 4S,SUBCOMPACT,3.8,6,M6,Z,11.8,8,24,35,2020,4646
2010,PORSCHE,911 CARRERA 4S CABRIOLET,SUBCOMPACT,3.8,6,AS7,Z,11.3,7.5,25,38,1920,4416
2010,PORSCHE,911 CARRERA 4S CABRIOLET,SUBCOMPACT,3.8,6,M6,Z,11.8,8,24,35,2020,4646
2010,PORSCHE,911 CARRERA CABRIOLET,SUBCOMPACT,3.6,6,AS7,Z,11.2,7.3,25,39,1880,4324
2010,PORSCHE,911 CARRERA CABRIOLET,SUBCOMPACT,3.6,6,M6,Z,11.3,7.9,25,36,1940,4462
2010,PORSCHE,911 CARRERA S,SUBCOMPACT,3.8,6,AS7,Z,11.1,7.5,25,38,1900,4370
2010,PORSCHE,911 CARRERA S,SUBCOMPACT,3.8,6,M6,Z,11.6,7.8,24,36,1980,4554
2010,PORSCHE,911 CARRERA S CABRIOLET,SUBCOMPACT,3.8,6,AS7,Z,11.1,7.5,25,38,1900,4370
2010,PORSCHE,911 CARRERA S CABRIOLET,SUBCOMPACT,3.8,6,M6,Z,11.6,7.8,24,36,1980,4554
2010,PORSCHE,911 GT3,TWO-SEATER,3.8,6,M6,Z,15.2,9.7,19,29,2540,5842
2010,PORSCHE,911 GT3 RS,TWO-SEATER,3.8,6,M6,Z,15.2,9.7,19,29,2540,5842
2010,PORSCHE,911 TARGA 4,SUBCOMPACT,3.6,6,AS7,Z,11.5,7.6,25,37,1940,4462
2010,PORSCHE,911 TARGA 4,SUBCOMPACT,3.6,6,M6,Z,11.4,7.9,25,36,1960,4508
2010,PORSCHE,911 TARGA 4S,SUBCOMPACT,3.8,6,AS7,Z,11.3,7.5,25,38,1920,4416
2010,PORSCHE,911 TARGA 4S,SUBCOMPACT,3.8,6,M6,Z,11.8,8,24,35,2020,4646
2010,PORSCHE,911 TURBO,SUBCOMPACT,3.6,6,AS7,Z,12.7,8.1,22,35,2120,4876
2010,PORSCHE,911 TURBO,SUBCOMPACT,3.6,6,M6,Z,12.7,8.3,22,34,2160,4968
2010,PORSCHE,911 TURBO CABRIOLET,SUBCOMPACT,3.8,6,AS7,Z,13.2,8.2,21,34,2200,5060
2010,PORSCHE,911 TURBO CABRIOLET,SUBCOMPACT,3.8,6,M6,Z,13.1,8.4,22,34,2180,5014
2010,PORSCHE,BOXSTER,TWO-SEATER,2.9,6,AS7,Z,10.2,6.7,28,42,1720,3956
2010,PORSCHE,BOXSTER,TWO-SEATER,2.9,6,M6,Z,11.2,7.4,25,38,1900,4370
2010,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AS7,Z,10.6,6.7,27,42,1780,4094
2010,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.1,7.5,25,38,1900,4370
2010,PORSCHE,CAYENNE,SPECIAL PURPOSE,3.6,6,AS6,Z,14.6,10,19,28,2500,5750
2010,PORSCHE,CAYENNE,SPECIAL PURPOSE,3.6,6,M6,Z,15.4,9.8,18,29,2580,5934
2010,PORSCHE,CAYENNE GTS,SPECIAL PURPOSE,4.8,8,AS6,Z,16.2,10.9,17,26,2760,6348
2010,PORSCHE,CAYENNE GTS,SPECIAL PURPOSE,4.8,8,M6,Z,19.4,11.7,15,24,3180,7314
2010,PORSCHE,CAYENNE S,SPECIAL PURPOSE,4.8,8,AS6,Z,16.3,10.5,17,27,2740,6302
2010,PORSCHE,CAYENNE TURBO,SPECIAL PURPOSE,4.8,8,AS6,Z,18,10.7,16,26,2940,6762
2010,PORSCHE,CAYENNE TURBO S,SPECIAL PURPOSE,4.8,8,AS6,Z,18,10.7,16,26,2940,6762
2010,PORSCHE,CAYMAN,TWO-SEATER,2.9,6,AS7,Z,10.2,6.7,28,42,1720,3956
2010,PORSCHE,CAYMAN,TWO-SEATER,2.9,6,M6,Z,11.2,7.4,25,38,1900,4370
2010,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AS7,Z,10.6,6.7,27,42,1780,4094
2010,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.1,7.5,25,38,1900,4370
2010,PORSCHE,PANAMERA 4S,FULL-SIZE,4.8,8,AS7,Z,12.9,8.3,22,34,2180,5014
2010,PORSCHE,PANAMERA S,FULL-SIZE,4.8,8,AS7,Z,12.9,8.3,22,34,2180,5014
2010,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AS7,Z,14.1,8.6,20,33,2340,5382
2010,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,16.6,10.1,17,28,2740,6302
2010,ROLLS-ROYCE,PHANTOM,MID-SIZE,6.7,12,A6,Z,18.1,11.4,16,25,3020,6946
2010,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A6,Z,18.1,11.4,16,25,3020,6946
2010,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A6,Z,18.1,11.4,16,25,3020,6946
2010,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A6,Z,18.1,11.4,16,25,3020,6946
2010,SMART,FORTWO CABRIOLET,TWO-SEATER,1,3,AS5,Z,5.9,4.8,48,59,1080,2484
2010,SMART,FORTWO COUPE,TWO-SEATER,1,3,AS5,Z,5.9,4.8,48,59,1080,2484
2010,SUBARU,FORESTER 2.5X,SPECIAL PURPOSE,2.5,4,AS4,X,10.4,7.7,27,37,1840,4232
2010,SUBARU,FORESTER 2.5X,SPECIAL PURPOSE,2.5,4,M5,X,10.6,7.5,27,38,1840,4232
2010,SUBARU,FORESTER 2.5X LTD,SPECIAL PURPOSE,2.5,4,AS4,X,10.4,7.7,27,37,1840,4232
2010,SUBARU,FORESTER 2.5X TOURING,SPECIAL PURPOSE,2.5,4,AS4,X,10.4,7.7,27,37,1840,4232
2010,SUBARU,FORESTER 2.5X TOURING,SPECIAL PURPOSE,2.5,4,M5,X,10.6,7.5,27,38,1840,4232
2010,SUBARU,FORESTER 2.5XT LTD TURBO,SPECIAL PURPOSE,2.5,4,AS4,Z,11,8.4,26,34,1960,4508
2010,SUBARU,FORESTER PZEV,SPECIAL PURPOSE,2.5,4,AS4,X,10.4,7.7,27,37,1840,4232
2010,SUBARU,IMPREZA 2.5i,COMPACT,2.5,4,AS4,X,10.4,7.7,27,37,1840,4232
2010,SUBARU,IMPREZA 2.5i,COMPACT,2.5,4,M5,X,10.6,7.5,27,38,1840,4232
2010,SUBARU,IMPREZA 2.5i LTD,COMPACT,2.5,4,AS4,X,10.4,7.7,27,37,1840,4232
2010,SUBARU,IMPREZA 2.5i LTD,COMPACT,2.5,4,M5,X,10.6,7.5,27,38,1840,4232
2010,SUBARU,IMPREZA 2.5i LTD WAGON,STATION WAGON,2.5,4,AS4,X,10.4,7.7,27,37,1840,4232
2010,SUBARU,IMPREZA 2.5i LTD WAGON,STATION WAGON,2.5,4,M5,X,10.6,7.5,27,38,1840,4232
2010,SUBARU,IMPREZA 2.5i SPORT,COMPACT,2.5,4,AS4,X,10.4,7.7,27,37,1840,4232
2010,SUBARU,IMPREZA 2.5i SPORT,COMPACT,2.5,4,M5,X,10.6,7.5,27,38,1840,4232
2010,SUBARU,IMPREZA 2.5i SPORT WAGON,STATION WAGON,2.5,4,AS4,X,10.4,7.7,27,37,1840,4232
2010,SUBARU,IMPREZA 2.5i SPORT WAGON,STATION WAGON,2.5,4,M5,X,10.6,7.5,27,38,1840,4232
2010,SUBARU,IMPREZA 2.5i WAGON,STATION WAGON,2.5,4,AS4,X,10.4,7.7,27,37,1840,4232
2010,SUBARU,IMPREZA 2.5i WAGON,STATION WAGON,2.5,4,M5,X,10.6,7.5,27,38,1840,4232
2010,SUBARU,IMPREZA GT TURBO,COMPACT,2.5,4,AS4,Z,11,8.4,26,34,1960,4508
2010,SUBARU,IMPREZA GT WAGON TURBO,STATION WAGON,2.5,4,AS4,Z,11,8.4,26,34,1960,4508
2010,SUBARU,IMPREZA STI TURBO,COMPACT,2.5,4,M6,Z,12.4,8.9,23,32,2160,4968
2010,SUBARU,IMPREZA WRX TURBO,COMPACT,2.5,4,M5,Z,11.3,8.1,25,35,1980,4554
2010,SUBARU,IMPREZA WRX WAGON TURBO,STATION WAGON,2.5,4,M5,Z,11.3,8.1,25,35,1980,4554
2010,SUBARU,LEGACY 2.5GT TURBO,COMPACT,2.5,4,M6,Z,11.5,8,25,35,1980,4554
2010,SUBARU,LEGACY 2.5i,COMPACT,2.5,4,AV,X,9.2,6.5,31,43,1600,3680
2010,SUBARU,LEGACY 2.5i,COMPACT,2.5,4,M6,X,10.6,7.4,27,38,1840,4232
2010,SUBARU,LEGACY 2.5i LTD,COMPACT,2.5,4,AV,X,9.2,6.5,31,43,1600,3680
2010,SUBARU,LEGACY 2.5i PZEV,COMPACT,2.5,4,AV,X,9.2,6.5,31,43,1600,3680
2010,SUBARU,LEGACY 2.5i SPORT,COMPACT,2.5,4,AV,X,9.2,6.5,31,43,1600,3680
2010,SUBARU,LEGACY 2.5i SPORT,COMPACT,2.5,4,M6,X,10.6,7.4,27,38,1840,4232
2010,SUBARU,LEGACY 3.6R,COMPACT,3.6,6,AS5,X,11.8,8.2,24,34,2040,4692
2010,SUBARU,LEGACY 3.6R LTD,COMPACT,3.6,6,AS5,X,11.8,8.2,24,34,2040,4692
2010,SUBARU,OUTBACK 2.5i LTD,SPECIAL PURPOSE,2.5,4,AV,X,9.5,6.9,30,41,1680,3864
2010,SUBARU,OUTBACK 2.5i SPORT,SPECIAL PURPOSE,2.5,4,AV,X,9.5,6.9,30,41,1680,3864
2010,SUBARU,OUTBACK 2.5i SPORT,SPECIAL PURPOSE,2.5,4,M6,X,10.6,7.4,27,38,1840,4232
2010,SUBARU,OUTBACK 3.6R,SPECIAL PURPOSE,3.6,6,AS5,X,11.8,8.2,24,34,2040,4692
2010,SUBARU,OUTBACK 3.6R LTD,SPECIAL PURPOSE,3.6,6,AS5,X,11.8,8.2,24,34,2040,4692
2010,SUBARU,OUTBACK PZEV,SPECIAL PURPOSE,2.5,4,AV,X,9.5,6.9,30,41,1680,3864
2010,SUBARU,OUTBACK PZEV,SPECIAL PURPOSE,2.5,4,M6,X,10.6,7.4,27,38,1840,4232
2010,SUBARU,TRIBECA AWD,SPECIAL PURPOSE,3.6,6,AS5,X,13.1,9.4,22,30,2280,5244
2010,SUZUKI,EQUATOR 4X4,PICKUP TRUCK,4,6,A5,X,14.6,10.6,19,27,2560,5888
2010,SUZUKI,GRAND VITARA,SPECIAL PURPOSE,2.4,4,A4,X,11.2,8.6,25,33,2000,4600
2010,SUZUKI,GRAND VITARA,SPECIAL PURPOSE,3.2,6,A5,X,12.5,8.6,23,33,2140,4922
2010,SUZUKI,SWIFT+,COMPACT,1.6,4,A4,X,8.2,5.8,34,49,1420,3266
2010,SUZUKI,SWIFT+,COMPACT,1.6,4,M5,X,7.9,5.7,36,50,1340,3082
2010,SUZUKI,SX4 AWD HATCH,STATION WAGON,2,4,AV,X,8.9,6.9,32,41,1600,3680
2010,SUZUKI,SX4 AWD HATCH,STATION WAGON,2,4,M6,X,9.3,6.6,30,43,1620,3726
2010,SUZUKI,SX4 HATCH,STATION WAGON,2,4,AV,X,8.2,6.4,34,44,1480,3404
2010,SUZUKI,SX4 HATCH,STATION WAGON,2,4,M6,X,9.1,6.3,31,45,1560,3588
2010,SUZUKI,SX4 JLX HATCH,STATION WAGON,2,4,AV,X,8.8,6.7,32,42,1560,3588
2010,SUZUKI,SX4 JX HATCH,STATION WAGON,2,4,AV,X,8.8,6.7,32,42,1560,3588
2010,SUZUKI,SX4 SEDAN,COMPACT,2,4,AV,X,8,6.1,35,46,1440,3312
2010,SUZUKI,SX4 SEDAN,COMPACT,2,4,M6,X,9,6,31,47,1520,3496
2010,SUZUKI,SX4 SEDAN SPORT,COMPACT,2,4,AV,X,8.9,6.7,32,42,1580,3634
2010,SUZUKI,SX4 SEDAN SPORT,COMPACT,2,4,M6,X,9.1,6.2,31,46,1560,3588
2010,TOYOTA,4RUNNER 4WD,SPECIAL PURPOSE,4,6,AS5,X,12.6,9.2,22,31,2220,5106
2010,TOYOTA,AVALON,FULL-SIZE,3.5,6,AS6,X,10.7,7,26,40,1800,4140
2010,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9,6.1,31,46,1540,3542
2010,TOYOTA,CAMRY,MID-SIZE,2.5,4,M6,X,9.5,6.1,30,46,1600,3680
2010,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,10.7,7,26,40,1800,4140
2010,TOYOTA,CAMRY HYBRID,MID-SIZE,2.4,4,AV,X,5.7,5.7,50,50,1140,2622
2010,TOYOTA,COROLLA,COMPACT,1.8,4,A4,X,7.6,5.7,37,50,1360,3128
2010,TOYOTA,COROLLA,COMPACT,1.8,4,M5,X,7.5,5.6,38,50,1340,3082
2010,TOYOTA,COROLLA,COMPACT,2.4,4,AS5,X,9.4,6.5,30,43,1620,3726
2010,TOYOTA,COROLLA,COMPACT,2.4,4,M5,X,9.5,6.7,30,42,1640,3772
2010,TOYOTA,COROLLA MATRIX,STATION WAGON,1.8,4,A4,X,8.1,6.2,35,46,1440,3312
2010,TOYOTA,COROLLA MATRIX,STATION WAGON,1.8,4,M5,X,7.8,6.2,36,46,1420,3266
2010,TOYOTA,COROLLA MATRIX,STATION WAGON,2.4,4,A4,X,10.3,7.7,27,37,1820,4186
2010,TOYOTA,COROLLA MATRIX,STATION WAGON,2.4,4,AS5,X,9.7,6.9,29,41,1680,3864
2010,TOYOTA,COROLLA MATRIX,STATION WAGON,2.4,4,M5,X,9.6,7.1,29,40,1700,3910
2010,TOYOTA,FJ CRUISER 4WD,SPECIAL PURPOSE,4,6,A5,X,12.5,9.6,23,29,2240,5152
2010,TOYOTA,FJ CRUISER 4WD,SPECIAL PURPOSE,4,6,M6,X,13.7,10.3,21,27,2440,5612
2010,TOYOTA,HIGHLANDER,SPECIAL PURPOSE,2.7,4,AS6,X,10.4,7.3,27,39,1800,4140
2010,TOYOTA,HIGHLANDER,SPECIAL PURPOSE,3.5,6,AS5,X,11.9,8.4,24,34,2060,4738
2010,TOYOTA,HIGHLANDER 4WD,SPECIAL PURPOSE,3.5,6,AS5,X,12.3,8.8,23,32,2160,4968
2010,TOYOTA,HIGHLANDER HYBRID 4WD,SPECIAL PURPOSE,3.3,6,AV,X,7.4,8,38,35,1540,3542
2010,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,3.7,4,76,71,760,1748
2010,TOYOTA,RAV4,SPECIAL PURPOSE,2.5,4,A5,X,9.4,6.9,30,41,1660,3818
2010,TOYOTA,RAV4,SPECIAL PURPOSE,3.5,6,A5,X,10.7,7.4,26,38,1840,4232
2010,TOYOTA,RAV4 4WD,SPECIAL PURPOSE,2.5,4,A6,X,9.7,7.2,29,39,1720,3956
2010,TOYOTA,RAV4 4WD,SPECIAL PURPOSE,3.5,6,A5,X,11.1,7.7,25,37,1920,4416
2010,TOYOTA,SEQUOIA 4WD,SPECIAL PURPOSE,4.6,8,AS6,X,16,11.1,18,25,2760,6348
2010,TOYOTA,SEQUOIA 4WD,SPECIAL PURPOSE,5.7,8,AS6,X,16.3,11.2,17,25,2800,6440
2010,TOYOTA,SIENNA,MINIVAN,3.5,6,A5,X,11.7,8.1,24,35,2020,4646
2010,TOYOTA,SIENNA 4WD,MINIVAN,3.5,6,A5,X,13.3,9.5,21,30,2320,5336
2010,TOYOTA,TACOMA,PICKUP TRUCK,2.7,4,A4,X,11,7.9,26,36,1920,4416
2010,TOYOTA,TACOMA,PICKUP TRUCK,2.7,4,M5,X,10.5,7.8,27,36,1860,4278
2010,TOYOTA,TACOMA,PICKUP TRUCK,4,6,M6,X,14,10.3,20,27,2460,5658
2010,TOYOTA,TACOMA 4WD,PICKUP TRUCK,2.7,4,M5,X,12,9.1,24,31,2140,4922
2010,TOYOTA,TACOMA 4WD,PICKUP TRUCK,4,6,A5,X,13.5,10.1,21,28,2380,5474
2010,TOYOTA,TACOMA 4WD,PICKUP TRUCK,4,6,M6,X,15,11.3,19,25,2680,6164
2010,TOYOTA,TUNDRA,PICKUP TRUCK,4.6,8,AS6,X,14,9.9,20,29,2420,5566
2010,TOYOTA,TUNDRA,PICKUP TRUCK,5.7,8,AS6,X,15.3,10.9,18,26,2660,6118
2010,TOYOTA,TUNDRA 4WD,PICKUP TRUCK,4.6,8,AS6,X,14.9,10.5,19,27,2580,5934
2010,TOYOTA,TUNDRA 4WD,PICKUP TRUCK,5.7,8,AS6,X,16.8,11.8,17,24,2900,6670
